house_price,rental_agency,postcode1,postcode2,bedrooms,nhood,surface,postcode
,,1071,RH,,Banpleinbuurt        ,,1071 RH
,,1071,RH,,Banpleinbuurt        ,,1071 RH
,,1071,RH,,Banpleinbuurt        ,,1071 RH
,,1074,XK,,Willibrordusbuurt        ,,1074 XK
,,1074,XK,,Willibrordusbuurt        ,,1074 XK
,,1074,XK,,Willibrordusbuurt        ,,1074 XK
,,1062,GL,,Delflandpleinbuurt West        ,,1062 GL
,,1062,GL,,Delflandpleinbuurt West        ,,1062 GL
,,1062,GL,,Delflandpleinbuurt West        ,,1062 GL
,,1017,AX,,Reguliersbuurt        ,,1017 AX
,,1017,AX,,Reguliersbuurt        ,,1017 AX
,,1017,AX,,Reguliersbuurt        ,,1017 AX
,,1055,AA,,Robert Scottbuurt West        ,,1055 AA
,,1055,AA,,Robert Scottbuurt West        ,,1055 AA
,,1055,AA,,Robert Scottbuurt West        ,,1055 AA
,,1081,CL,,Buitenveldert Zuidwest        ,,1081 CL
,,1081,CL,,Buitenveldert Zuidwest        ,,1081 CL
,,1081,CL,,Buitenveldert Zuidwest        ,,1081 CL
,,1078,RL,,IJselbuurt Oost        ,,1078 RL
,,1078,RL,,IJselbuurt Oost        ,,1078 RL
,,1078,RL,,IJselbuurt Oost        ,,1078 RL
,,1015,GB,,Langestraat e.o.        ,,1015 GB
,,1015,GB,,Langestraat e.o.        ,,1015 GB
,,1015,GB,,Langestraat e.o.        ,,1015 GB
,,1094,ND,,Noordwestkwadrant Indische buurt Noord        ,,1094 ND
,,1094,ND,,Noordwestkwadrant Indische buurt Noord        ,,1094 ND
,,1094,ND,,Noordwestkwadrant Indische buurt Noord        ,,1094 ND
,,1068,ZZ,,Meer en Oever        ,,1068 ZZ
,,1068,ZZ,,Meer en Oever        ,,1068 ZZ
,,1068,ZZ,,Meer en Oever        ,,1068 ZZ
,,1077,KG,,Minervabuurt Midden        ,,1077 KG
,,1077,KG,,Minervabuurt Midden        ,,1077 KG
,,1077,KG,,Minervabuurt Midden        ,,1077 KG
,,1077,MR,,Minervabuurt Noord        ,,1077 MR
,,1077,MR,,Minervabuurt Noord        ,,1077 MR
,,1077,MR,,Minervabuurt Noord        ,,1077 MR
,,1078,HP,,Scheldebuurt West        ,,1078 HP
,,1078,HP,,Scheldebuurt West        ,,1078 HP
,,1078,HP,,Scheldebuurt West        ,,1078 HP
,,1013,PA,,Zeeheldenbuurt        ,,1013 PA
,,1013,PA,,Zeeheldenbuurt        ,,1013 PA
,,1013,PA,,Zeeheldenbuurt        ,,1013 PA
,,1095,JH,,Zuidoostkwadrant Indische buurt        ,,1095 JH
,,1095,JH,,Zuidoostkwadrant Indische buurt        ,,1095 JH
,,1095,JH,,Zuidoostkwadrant Indische buurt        ,,1095 JH
,,1053,DH,,Da Costabuurt Zuid        ,,1053 DH
,,1053,DH,,Da Costabuurt Zuid        ,,1053 DH
,,1053,DH,,Da Costabuurt Zuid        ,,1053 DH
,,1055,MR,,Landlust Zuid        ,,1055 MR
,,1055,MR,,Landlust Zuid        ,,1055 MR
,,1055,MR,,Landlust Zuid        ,,1055 MR
,,1018,SX,,de Plantage        ,,1018 SX
,,1018,SX,,de Plantage        ,,1018 SX
,,1018,SX,,de Plantage        ,,1018 SX
,,1071,LT,,Hondecoeterbuurt        ,,1071 LT
,,1071,LT,,Hondecoeterbuurt        ,,1071 LT
,,1071,LT,,Hondecoeterbuurt        ,,1071 LT
,,1093,JD,,Dapperbuurt Zuid        ,,1093 JD
,,1093,JD,,Dapperbuurt Zuid        ,,1093 JD
,,1093,JD,,Dapperbuurt Zuid        ,,1093 JD
,,1093,EJ,,Dapperbuurt Zuid        ,,1093 EJ
,,1093,EJ,,Dapperbuurt Zuid        ,,1093 EJ
,,1093,EJ,,Dapperbuurt Zuid        ,,1093 EJ
,,1054,GS,,Vondelparkbuurt Midden        ,,1054 GS
,,1054,GS,,Vondelparkbuurt Midden        ,,1054 GS
,,1054,GS,,Vondelparkbuurt Midden        ,,1054 GS
,,1098,GL,,Middenmeer Noord        ,,1098 GL
,,1098,GL,,Middenmeer Noord        ,,1098 GL
,,1098,GL,,Middenmeer Noord        ,,1098 GL
,,1098,NW,,Middenmeer Zuid        ,,1098 NW
,,1098,NW,,Middenmeer Zuid        ,,1098 NW
,,1098,NW,,Middenmeer Zuid        ,,1098 NW
,,1098,AB,,Linnaeusparkbuurt        ,,1098 AB
,,1098,AB,,Linnaeusparkbuurt        ,,1098 AB
,,1098,AB,,Linnaeusparkbuurt        ,,1098 AB
,,1098,NH,,Middenmeer Zuid        ,,1098 NH
,,1098,NH,,Middenmeer Zuid        ,,1098 NH
,,1098,NH,,Middenmeer Zuid        ,,1098 NH
,,1056,GX,,Landlust Zuid        ,,1056 GX
,,1056,GX,,Landlust Zuid        ,,1056 GX
,,1056,GX,,Landlust Zuid        ,,1056 GX
,,1053,PG,,Borgerbuurt        ,,1053 PG
,,1053,PG,,Borgerbuurt        ,,1053 PG
,,1053,PG,,Borgerbuurt        ,,1053 PG
,,1058,XL,,Paramariboplein e.o.        ,,1058 XL
,,1058,XL,,Paramariboplein e.o.        ,,1058 XL
,,1058,XL,,Paramariboplein e.o.        ,,1058 XL
,,1077,BW,,Minervabuurt Zuid        ,,1077 BW
,,1077,BW,,Minervabuurt Zuid        ,,1077 BW
,,1077,BW,,Minervabuurt Zuid        ,,1077 BW
,,1073,LV,,Willibrordusbuurt        ,,1073 LV
,,1073,LV,,Willibrordusbuurt        ,,1073 LV
,,1073,LV,,Willibrordusbuurt        ,,1073 LV
,,1053,ED,,Bellamybuurt Zuid        ,,1053 ED
,,1053,ED,,Bellamybuurt Zuid        ,,1053 ED
,,1053,ED,,Bellamybuurt Zuid        ,,1053 ED
,,1018,TW,,de Plantage        ,,1018 TW
,,1018,TW,,de Plantage        ,,1018 TW
,,1018,TW,,de Plantage        ,,1018 TW
,,1016,KE,,Bloemgrachtbuurt        ,,1016 KE
,,1016,KE,,Bloemgrachtbuurt        ,,1016 KE
,,1016,KE,,Bloemgrachtbuurt        ,,1016 KE
,,1058,DG,,Paramariboplein e.o.        ,,1058 DG
,,1058,DG,,Paramariboplein e.o.        ,,1058 DG
,,1058,DG,,Paramariboplein e.o.        ,,1058 DG
,,1014,ZL,,Houthavens West        ,,1014 ZL
,,1014,ZL,,Houthavens West        ,,1014 ZL
,,1014,ZL,,Houthavens West        ,,1014 ZL
,,1013,RW,,Spaarndammerbuurt Zuidwest        ,,1013 RW
,,1013,RW,,Spaarndammerbuurt Zuidwest        ,,1013 RW
,,1013,RW,,Spaarndammerbuurt Zuidwest        ,,1013 RW
,,1075,NB,,Valeriusbuurt West        ,,1075 NB
,,1075,NB,,Valeriusbuurt West        ,,1075 NB
,,1075,NB,,Valeriusbuurt West        ,,1075 NB
,,1053,BE,,Bellamybuurt Zuid        ,,1053 BE
,,1053,BE,,Bellamybuurt Zuid        ,,1053 BE
,,1053,BE,,Bellamybuurt Zuid        ,,1053 BE
,,1081,JP,,Buitenveldert Zuidwest        ,,1081 JP
,,1081,JP,,Buitenveldert Zuidwest        ,,1081 JP
,,1081,JP,,Buitenveldert Zuidwest        ,,1081 JP
,,1059,BE,,Aalsmeerwegbuurt West        ,,1059 BE
,,1059,BE,,Aalsmeerwegbuurt West        ,,1059 BE
,,1059,BE,,Aalsmeerwegbuurt West        ,,1059 BE
,,1015,CW,,Leliegracht e.o.        ,,1015 CW
,,1015,CW,,Leliegracht e.o.        ,,1015 CW
,,1015,CW,,Leliegracht e.o.        ,,1015 CW
,,1012,GL,,Nes e.o.        ,,1012 GL
,,1012,GL,,Nes e.o.        ,,1012 GL
,,1012,GL,,Nes e.o.        ,,1012 GL
,,1012,VW,,Spuistraat Zuid        ,,1012 VW
,,1012,VW,,Spuistraat Zuid        ,,1012 VW
,,1012,VW,,Spuistraat Zuid        ,,1012 VW
,,1011,GB,,Nieuwmarkt        ,,1011 GB
,,1011,GB,,Nieuwmarkt        ,,1011 GB
,,1011,GB,,Nieuwmarkt        ,,1011 GB
,,1019,LZ,,KNSM-eiland        ,,1019 LZ
,,1019,LZ,,KNSM-eiland        ,,1019 LZ
,,1019,LZ,,KNSM-eiland        ,,1019 LZ
,,1102,SR,,Venserpolder West        ,,1102 SR
,,1102,SR,,Venserpolder West        ,,1102 SR
,,1102,SR,,Venserpolder West        ,,1102 SR
,,1055,MR,,Landlust Zuid        ,,1055 MR
,,1055,MR,,Landlust Zuid        ,,1055 MR
,,1055,MR,,Landlust Zuid        ,,1055 MR
,,1055,DC,,Erasmusparkbuurt West        ,,1055 DC
,,1055,DC,,Erasmusparkbuurt West        ,,1055 DC
,,1055,DC,,Erasmusparkbuurt West        ,,1055 DC
,,1055,MR,,Landlust Zuid        ,,1055 MR
,,1055,MR,,Landlust Zuid        ,,1055 MR
,,1055,MR,,Landlust Zuid        ,,1055 MR
,,1095,CL,,Noordoostkwadrant Indische buurt        ,,1095 CL
,,1095,CL,,Noordoostkwadrant Indische buurt        ,,1095 CL
,,1095,CL,,Noordoostkwadrant Indische buurt        ,,1095 CL
,,1075,HM,,Valeriusbuurt Oost        ,,1075 HM
,,1075,HM,,Valeriusbuurt Oost        ,,1075 HM
,,1075,HM,,Valeriusbuurt Oost        ,,1075 HM
,,1102,CC,,Rechte H-buurt        ,,1102 CC
,,1102,CC,,Rechte H-buurt        ,,1102 CC
,,1102,CC,,Rechte H-buurt        ,,1102 CC
,,1011,JJ,,Zuiderkerkbuurt        ,,1011 JJ
,,1011,JJ,,Zuiderkerkbuurt        ,,1011 JJ
,,1011,JJ,,Zuiderkerkbuurt        ,,1011 JJ
,,1056,PV,,Robert Scottbuurt West        ,,1056 PV
,,1056,PV,,Robert Scottbuurt West        ,,1056 PV
,,1056,PV,,Robert Scottbuurt West        ,,1056 PV
,,1017,SV,,Weteringbuurt        ,,1017 SV
,,1017,SV,,Weteringbuurt        ,,1017 SV
,,1017,SV,,Weteringbuurt        ,,1017 SV
,,1102,ZE,,Venserpolder Oost        ,,1102 ZE
,,1102,ZE,,Venserpolder Oost        ,,1102 ZE
,,1102,ZE,,Venserpolder Oost        ,,1102 ZE
,,1072,VL,,Gerard Doubuurt        ,,1072 VL
,,1072,VL,,Gerard Doubuurt        ,,1072 VL
,,1072,VL,,Gerard Doubuurt        ,,1072 VL
,,1016,CG,,Felix Meritisbuurt        ,,1016 CG
,,1016,CG,,Felix Meritisbuurt        ,,1016 CG
,,1016,CG,,Felix Meritisbuurt        ,,1016 CG
,,1013,ED,,Haarlemmerbuurt Oost        ,,1013 ED
,,1013,ED,,Haarlemmerbuurt Oost        ,,1013 ED
,,1013,ED,,Haarlemmerbuurt Oost        ,,1013 ED
,,1054,TX,,Cremerbuurt West        ,,1054 TX
,,1054,TX,,Cremerbuurt West        ,,1054 TX
,,1054,TX,,Cremerbuurt West        ,,1054 TX
,,1094,KG,,Noordwestkwadrant Indische buurt Zuid        ,,1094 KG
,,1094,KG,,Noordwestkwadrant Indische buurt Zuid        ,,1094 KG
,,1094,KG,,Noordwestkwadrant Indische buurt Zuid        ,,1094 KG
,,1016,AL,,Leliegracht e.o.        ,,1016 AL
,,1016,AL,,Leliegracht e.o.        ,,1016 AL
,,1016,AL,,Leliegracht e.o.        ,,1016 AL
,,1052,BH,,De Wittenbuurt Noord        ,,1052 BH
,,1052,BH,,De Wittenbuurt Noord        ,,1052 BH
,,1052,BH,,De Wittenbuurt Noord        ,,1052 BH
,,1073,LM,,Sarphatiparkbuurt        ,,1073 LM
,,1073,LM,,Sarphatiparkbuurt        ,,1073 LM
,,1073,LM,,Sarphatiparkbuurt        ,,1073 LM
,,1073,LM,,Sarphatiparkbuurt        ,,1073 LM
,,1073,LM,,Sarphatiparkbuurt        ,,1073 LM
,,1073,LM,,Sarphatiparkbuurt        ,,1073 LM
,,1057,RN,,Orteliusbuurt Midden        ,,1057 RN
,,1057,RN,,Orteliusbuurt Midden        ,,1057 RN
,,1057,RN,,Orteliusbuurt Midden        ,,1057 RN
,,1054,AH,,Helmersbuurt Oost        ,,1054 AH
,,1054,AH,,Helmersbuurt Oost        ,,1054 AH
,,1054,AH,,Helmersbuurt Oost        ,,1054 AH
,,1012,HL,,Nes e.o.        ,,1012 HL
,,1012,HL,,Nes e.o.        ,,1012 HL
,,1012,HL,,Nes e.o.        ,,1012 HL
,,1051,KA,,Westerstaatsman        ,,1051 KA
,,1051,KA,,Westerstaatsman        ,,1051 KA
,,1051,KA,,Westerstaatsman        ,,1051 KA
,,1071,RM,,Hondecoeterbuurt        ,,1071 RM
,,1071,RM,,Hondecoeterbuurt        ,,1071 RM
,,1071,RM,,Hondecoeterbuurt        ,,1071 RM
,,1016,VJ,,Elandsgrachtbuurt        ,,1016 VJ
,,1016,VJ,,Elandsgrachtbuurt        ,,1016 VJ
,,1016,VJ,,Elandsgrachtbuurt        ,,1016 VJ
,,1064,AC,,Noordoever Sloterplas        ,,1064 AC
,,1064,AC,,Noordoever Sloterplas        ,,1064 AC
,,1064,AC,,Noordoever Sloterplas        ,,1064 AC
,,1055,HM,,Bosleeuw        ,,1055 HM
,,1055,HM,,Bosleeuw        ,,1055 HM
,,1055,HM,,Bosleeuw        ,,1055 HM
,,1073,VD,,Van der Helstpleinbuurt        ,,1073 VD
,,1073,VD,,Van der Helstpleinbuurt        ,,1073 VD
,,1073,VD,,Van der Helstpleinbuurt        ,,1073 VD
,,1091,BG,,Oosterparkbuurt Noordwest        ,,1091 BG
,,1091,BG,,Oosterparkbuurt Noordwest        ,,1091 BG
,,1091,BG,,Oosterparkbuurt Noordwest        ,,1091 BG
,,1094,HM,,Noordwestkwadrant Indische buurt Noord        ,,1094 HM
,,1094,HM,,Noordwestkwadrant Indische buurt Noord        ,,1094 HM
,,1094,HM,,Noordwestkwadrant Indische buurt Noord        ,,1094 HM
,,1079,JR,,Rijnbuurt Oost        ,,1079 JR
,,1079,JR,,Rijnbuurt Oost        ,,1079 JR
,,1079,JR,,Rijnbuurt Oost        ,,1079 JR
,,1073,LX,,Burgemeester Tellegenbuurt Oost        ,,1073 LX
,,1073,LX,,Burgemeester Tellegenbuurt Oost        ,,1073 LX
,,1073,LX,,Burgemeester Tellegenbuurt Oost        ,,1073 LX
,,1055,WS,,Landlust Noord        ,,1055 WS
,,1055,WS,,Landlust Noord        ,,1055 WS
,,1055,WS,,Landlust Noord        ,,1055 WS
,,1071,HS,,Cornelis Schuytbuurt        ,,1071 HS
,,1071,HS,,Cornelis Schuytbuurt        ,,1071 HS
,,1071,HS,,Cornelis Schuytbuurt        ,,1071 HS
,,1012,SB,,Hemelrijk        ,,1012 SB
,,1012,SB,,Hemelrijk        ,,1012 SB
,,1012,SB,,Hemelrijk        ,,1012 SB
,,1055,JA,,Bosleeuw        ,,1055 JA
,,1055,JA,,Bosleeuw        ,,1055 JA
,,1055,JA,,Bosleeuw        ,,1055 JA
,,1074,AZ,,Hemonybuurt        ,,1074 AZ
,,1074,AZ,,Hemonybuurt        ,,1074 AZ
,,1074,AZ,,Hemonybuurt        ,,1074 AZ
,,1082,MT,,Zuidas Zuid        ,,1082 MT
,,1082,MT,,Zuidas Zuid        ,,1082 MT
,,1082,MT,,Zuidas Zuid        ,,1082 MT
,,1097,RE,,De Wetbuurt        ,,1097 RE
,,1097,RE,,De Wetbuurt        ,,1097 RE
,,1097,RE,,De Wetbuurt        ,,1097 RE
,,1091,GN,,Weesperzijde Midden/Zuid        ,,1091 GN
,,1091,GN,,Weesperzijde Midden/Zuid        ,,1091 GN
,,1091,GN,,Weesperzijde Midden/Zuid        ,,1091 GN
,,1081,EH,,Buitenveldert Zuidwest        ,,1081 EH
,,1081,EH,,Buitenveldert Zuidwest        ,,1081 EH
,,1081,EH,,Buitenveldert Zuidwest        ,,1081 EH
,,1013,SE,,Spaarndammerbuurt Noordwest        ,,1013 SE
,,1013,SE,,Spaarndammerbuurt Noordwest        ,,1013 SE
,,1013,SE,,Spaarndammerbuurt Noordwest        ,,1013 SE
,,1016,PJ,,Elandsgrachtbuurt        ,,1016 PJ
,,1016,PJ,,Elandsgrachtbuurt        ,,1016 PJ
,,1016,PJ,,Elandsgrachtbuurt        ,,1016 PJ
,,1018,SZ,,de Plantage        ,,1018 SZ
,,1018,SZ,,de Plantage        ,,1018 SZ
,,1018,SZ,,de Plantage        ,,1018 SZ
,,1016,BT,,Felix Meritisbuurt        ,,1016 BT
,,1016,BT,,Felix Meritisbuurt        ,,1016 BT
,,1016,BT,,Felix Meritisbuurt        ,,1016 BT
,,1052,BJ,,De Wittenbuurt Noord        ,,1052 BJ
,,1052,BJ,,De Wittenbuurt Noord        ,,1052 BJ
,,1052,BJ,,De Wittenbuurt Noord        ,,1052 BJ
,,1014,ZG,,Houthavens West        ,,1014 ZG
,,1014,ZG,,Houthavens West        ,,1014 ZG
,,1014,ZG,,Houthavens West        ,,1014 ZG
,,1057,XD,,Van Brakelkwartier        ,,1057 XD
,,1057,XD,,Van Brakelkwartier        ,,1057 XD
,,1057,XD,,Van Brakelkwartier        ,,1057 XD
,,1012,VJ,,Spuistraat Noord        ,,1012 VJ
,,1012,VJ,,Spuistraat Noord        ,,1012 VJ
,,1012,VJ,,Spuistraat Noord        ,,1012 VJ
,,1016,PJ,,Elandsgrachtbuurt        ,,1016 PJ
,,1016,PJ,,Elandsgrachtbuurt        ,,1016 PJ
,,1016,PJ,,Elandsgrachtbuurt        ,,1016 PJ
,,1015,DH,,Leliegracht e.o.        ,,1015 DH
,,1015,DH,,Leliegracht e.o.        ,,1015 DH
,,1015,DH,,Leliegracht e.o.        ,,1015 DH
,,1016,VJ,,Elandsgrachtbuurt        ,,1016 VJ
,,1016,VJ,,Elandsgrachtbuurt        ,,1016 VJ
,,1016,VJ,,Elandsgrachtbuurt        ,,1016 VJ
,,1017,VX,,Frederikspleinbuurt        ,,1017 VX
,,1017,VX,,Frederikspleinbuurt        ,,1017 VX
,,1017,VX,,Frederikspleinbuurt        ,,1017 VX
,,1062,GS,,Delflandpleinbuurt West        ,,1062 GS
,,1062,GS,,Delflandpleinbuurt West        ,,1062 GS
,,1062,GS,,Delflandpleinbuurt West        ,,1062 GS
,,1012,VN,,Spuistraat Zuid        ,,1012 VN
,,1012,VN,,Spuistraat Zuid        ,,1012 VN
,,1012,VN,,Spuistraat Zuid        ,,1012 VN
,,1078,PK,,IJselbuurt Oost        ,,1078 PK
,,1078,PK,,IJselbuurt Oost        ,,1078 PK
,,1078,PK,,IJselbuurt Oost        ,,1078 PK
,,1072,AH,,Frans Halsbuurt        ,,1072 AH
,,1072,AH,,Frans Halsbuurt        ,,1072 AH
,,1072,AH,,Frans Halsbuurt        ,,1072 AH
,,1064,CS,,Noordoever Sloterplas        ,,1064 CS
,,1064,CS,,Noordoever Sloterplas        ,,1064 CS
,,1064,CS,,Noordoever Sloterplas        ,,1064 CS
,,1074,AH,,Willibrordusbuurt        ,,1074 AH
,,1074,AH,,Willibrordusbuurt        ,,1074 AH
,,1074,AH,,Willibrordusbuurt        ,,1074 AH
,,1017,KX,,Weteringbuurt        ,,1017 KX
,,1017,KX,,Weteringbuurt        ,,1017 KX
,,1017,KX,,Weteringbuurt        ,,1017 KX
,,1067,LN,,Buurt 8        ,,1067 LN
,,1067,LN,,Buurt 8        ,,1067 LN
,,1067,LN,,Buurt 8        ,,1067 LN
,,1017,BX,,Leidsegracht Zuid        ,,1017 BX
,,1017,BX,,Leidsegracht Zuid        ,,1017 BX
,,1017,BX,,Leidsegracht Zuid        ,,1017 BX
,,1072,CX,,Sarphatiparkbuurt        ,,1072 CX
,,1072,CX,,Sarphatiparkbuurt        ,,1072 CX
,,1072,CX,,Sarphatiparkbuurt        ,,1072 CX
,,1017,VS,,Amstelveldbuurt        ,,1017 VS
,,1017,VS,,Amstelveldbuurt        ,,1017 VS
,,1017,VS,,Amstelveldbuurt        ,,1017 VS
,,1018,TN,,de Plantage        ,,1018 TN
,,1018,TN,,de Plantage        ,,1018 TN
,,1018,TN,,de Plantage        ,,1018 TN
,,1012,NN,,Nieuwe Kerk e.o.        ,,1012 NN
,,1012,NN,,Nieuwe Kerk e.o.        ,,1012 NN
,,1012,NN,,Nieuwe Kerk e.o.        ,,1012 NN
,,1055,MR,,Landlust Zuid        ,,1055 MR
,,1055,MR,,Landlust Zuid        ,,1055 MR
,,1055,MR,,Landlust Zuid        ,,1055 MR
,,1012,XM,,Kalverdriehoek        ,,1012 XM
,,1012,XM,,Kalverdriehoek        ,,1012 XM
,,1012,XM,,Kalverdriehoek        ,,1012 XM
,,1054,TN,,Cremerbuurt West        ,,1054 TN
,,1054,TN,,Cremerbuurt West        ,,1054 TN
,,1054,TN,,Cremerbuurt West        ,,1054 TN
,,1095,MB,,RI Oost terrein        ,,1095 MB
,,1095,MB,,RI Oost terrein        ,,1095 MB
,,1095,MB,,RI Oost terrein        ,,1095 MB
,,1071,VB,,Duivelseiland        ,,1071 VB
,,1071,VB,,Duivelseiland        ,,1071 VB
,,1071,VB,,Duivelseiland        ,,1071 VB
,,1011,RM,,Waterloopleinbuurt        ,,1011 RM
,,1011,RM,,Waterloopleinbuurt        ,,1011 RM
,,1011,RM,,Waterloopleinbuurt        ,,1011 RM
,,1062,EG,,Delflandpleinbuurt West        ,,1062 EG
,,1062,EG,,Delflandpleinbuurt West        ,,1062 EG
,,1062,EG,,Delflandpleinbuurt West        ,,1062 EG
,,1012,JV,,Oude Kerk e.o.        ,,1012 JV
,,1012,JV,,Oude Kerk e.o.        ,,1012 JV
,,1012,JV,,Oude Kerk e.o.        ,,1012 JV
,,1054,HA,,Vondelparkbuurt Oost        ,,1054 HA
,,1054,HA,,Vondelparkbuurt Oost        ,,1054 HA
,,1054,HA,,Vondelparkbuurt Oost        ,,1054 HA
,,1052,SW,,Frederik Hendrikbuurt Zuidwest        ,,1052 SW
,,1052,SW,,Frederik Hendrikbuurt Zuidwest        ,,1052 SW
,,1052,SW,,Frederik Hendrikbuurt Zuidwest        ,,1052 SW
,,1072,CV,,Hercules Seghersbuurt        ,,1072 CV
,,1072,CV,,Hercules Seghersbuurt        ,,1072 CV
,,1072,CV,,Hercules Seghersbuurt        ,,1072 CV
,,1058,GL,,Surinamepleinbuurt        ,,1058 GL
,,1058,GL,,Surinamepleinbuurt        ,,1058 GL
,,1058,GL,,Surinamepleinbuurt        ,,1058 GL
,,1102,TL,,Venserpolder West        ,,1102 TL
,,1102,TL,,Venserpolder West        ,,1102 TL
,,1102,TL,,Venserpolder West        ,,1102 TL
,,1076,BS,,Van Tuyllbuurt        ,,1076 BS
,,1076,BS,,Van Tuyllbuurt        ,,1076 BS
,,1076,BS,,Van Tuyllbuurt        ,,1076 BS
,,1079,VG,,Kromme Mijdrechtbuurt        ,,1079 VG
,,1079,VG,,Kromme Mijdrechtbuurt        ,,1079 VG
,,1079,VG,,Kromme Mijdrechtbuurt        ,,1079 VG
,,1066,MG,,Nieuw Sloten Noordoost        ,,1066 MG
,,1066,MG,,Nieuw Sloten Noordoost        ,,1066 MG
,,1066,MG,,Nieuw Sloten Noordoost        ,,1066 MG
,,1015,BB,,Langestraat e.o.        ,,1015 BB
,,1015,BB,,Langestraat e.o.        ,,1015 BB
,,1015,BB,,Langestraat e.o.        ,,1015 BB
,,1087,KP,,Haveneiland Noord        ,,1087 KP
,,1087,KP,,Haveneiland Noord        ,,1087 KP
,,1087,KP,,Haveneiland Noord        ,,1087 KP
,,1071,DA,,P.C. Hooftbuurt        ,,1071 DA
,,1071,DA,,P.C. Hooftbuurt        ,,1071 DA
,,1071,DA,,P.C. Hooftbuurt        ,,1071 DA
,,1018,HE,,Sarphatistrook        ,,1018 HE
,,1018,HE,,Sarphatistrook        ,,1018 HE
,,1018,HE,,Sarphatistrook        ,,1018 HE
,,1012,RV,,Spuistraat Zuid        ,,1012 RV
,,1012,RV,,Spuistraat Zuid        ,,1012 RV
,,1012,RV,,Spuistraat Zuid        ,,1012 RV
,,1072,XW,,Frans Halsbuurt        ,,1072 XW
,,1072,XW,,Frans Halsbuurt        ,,1072 XW
,,1072,XW,,Frans Halsbuurt        ,,1072 XW
,,1075,PV,,Valeriusbuurt West        ,,1075 PV
,,1075,PV,,Valeriusbuurt West        ,,1075 PV
,,1075,PV,,Valeriusbuurt West        ,,1075 PV
,,1066,GE,,Park Haagseweg        ,,1066 GE
,,1066,GE,,Park Haagseweg        ,,1066 GE
,,1066,GE,,Park Haagseweg        ,,1066 GE
,,1076,CJ,,Van Tuyllbuurt        ,,1076 CJ
,,1076,CJ,,Van Tuyllbuurt        ,,1076 CJ
,,1076,CJ,,Van Tuyllbuurt        ,,1076 CJ
,,1073,BC,,Sarphatiparkbuurt        ,,1073 BC
,,1073,BC,,Sarphatiparkbuurt        ,,1073 BC
,,1073,BC,,Sarphatiparkbuurt        ,,1073 BC
,,1056,RD,,Robert Scottbuurt Oost        ,,1056 RD
,,1056,RD,,Robert Scottbuurt Oost        ,,1056 RD
,,1056,RD,,Robert Scottbuurt Oost        ,,1056 RD
,,1017,RV,,Leidsebuurt Zuidoost        ,,1017 RV
,,1017,RV,,Leidsebuurt Zuidoost        ,,1017 RV
,,1017,RV,,Leidsebuurt Zuidoost        ,,1017 RV
,,1061,MB,,Laan van Spartaan        ,,1061 MB
,,1061,MB,,Laan van Spartaan        ,,1061 MB
,,1061,MB,,Laan van Spartaan        ,,1061 MB
,,1061,MB,,Laan van Spartaan        ,,1061 MB
,,1061,MB,,Laan van Spartaan        ,,1061 MB
,,1061,MB,,Laan van Spartaan        ,,1061 MB
,,1061,MB,,Laan van Spartaan        ,,1061 MB
,,1061,MB,,Laan van Spartaan        ,,1061 MB
,,1061,MB,,Laan van Spartaan        ,,1061 MB
,,1071,HS,,Cornelis Schuytbuurt        ,,1071 HS
,,1071,HS,,Cornelis Schuytbuurt        ,,1071 HS
,,1071,HS,,Cornelis Schuytbuurt        ,,1071 HS
,,1012,NN,,Nieuwe Kerk e.o.        ,,1012 NN
,,1012,NN,,Nieuwe Kerk e.o.        ,,1012 NN
,,1012,NN,,Nieuwe Kerk e.o.        ,,1012 NN
,,1062,KS,,Koningin Wilhelminaplein        ,,1062 KS
,,1062,KS,,Koningin Wilhelminaplein        ,,1062 KS
,,1062,KS,,Koningin Wilhelminaplein        ,,1062 KS
,,1062,KS,,Koningin Wilhelminaplein        ,,1062 KS
,,1062,KS,,Koningin Wilhelminaplein        ,,1062 KS
,,1062,KS,,Koningin Wilhelminaplein        ,,1062 KS
,,1062,KS,,Koningin Wilhelminaplein        ,,1062 KS
,,1062,KS,,Koningin Wilhelminaplein        ,,1062 KS
,,1062,KS,,Koningin Wilhelminaplein        ,,1062 KS
,,1062,KS,,Koningin Wilhelminaplein        ,,1062 KS
,,1062,KS,,Koningin Wilhelminaplein        ,,1062 KS
,,1062,KS,,Koningin Wilhelminaplein        ,,1062 KS
,,1062,KS,,Koningin Wilhelminaplein        ,,1062 KS
,,1062,KS,,Koningin Wilhelminaplein        ,,1062 KS
,,1062,KS,,Koningin Wilhelminaplein        ,,1062 KS
,,1062,KS,,Koningin Wilhelminaplein        ,,1062 KS
,,1062,KS,,Koningin Wilhelminaplein        ,,1062 KS
,,1062,KS,,Koningin Wilhelminaplein        ,,1062 KS
,,1062,KS,,Koningin Wilhelminaplein        ,,1062 KS
,,1062,KS,,Koningin Wilhelminaplein        ,,1062 KS
,,1062,KS,,Koningin Wilhelminaplein        ,,1062 KS
,,1079,PE,,Kop Zuidas        ,,1079 PE
,,1079,PE,,Kop Zuidas        ,,1079 PE
,,1079,PE,,Kop Zuidas        ,,1079 PE
,,1079,PE,,Kop Zuidas        ,,1079 PE
,,1079,PE,,Kop Zuidas        ,,1079 PE
,,1079,PE,,Kop Zuidas        ,,1079 PE
